Unique_ID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOCODE,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,OBJECTID,GeoID_Description,GeoID_Name,SitsinState,GeoID,GeoID_Formatted,foodstamp_cruderate,uninsured_percentage,crd_lacktrpt,crd_foodinsecu,lifeexpect,median_rent,median_home_value,avg_household_size,percent_foreignborn,median_age,male_to_female_ratio,percent_poverty,median_Household_Income,pop_den,unemploy_rate,high_school,Join_Count
369,47,37,18409,2,4.70E+11,Block Group 2,G5030,S,1618619,0,36.0750182,-86.9572469,0.060996228,0.000161941,132,Census Tract,47037018409,TN,47037018409,47037018409,5.5,3.8,4.8,7.8,82.8,2036,329500,1.84,4.8,49,67,7.88,82119,3165.8,2.1,86.51,63
370,47,37,18409,3,4.70E+11,Block Group 3,G5030,S,659526,0,36.0726435,-86.976686,0.044609222,6.60E-05,132,Census Tract,47037018409,TN,47037018409,47037018409,5.5,3.8,4.8,7.8,82.8,2036,329500,1.84,4.8,49,67,7.88,82119,3165.8,2.1,86.51,2
371,47,37,18410,1,4.70E+11,Block Group 1,G5030,S,864014,0,36.0706076,-86.9360424,0.043142793,8.64E-05,133,Census Tract,47037018410,TN,47037018410,47037018410,8.8,7.41,7.4,11.8,82.9,1583,260700,1.73,8.86,39,103,5.48,66071,5982.49,9.3,88.03,31
372,47,37,18410,2,4.70E+11,Block Group 2,G5030,S,363810,0,36.0728639,-86.9435215,0.024048397,3.64E-05,133,Census Tract,47037018410,TN,47037018410,47037018410,8.8,7.41,7.4,11.8,82.9,1583,260700,1.73,8.86,39,103,5.48,66071,5982.49,9.3,88.03,4
373,47,37,18411,1,4.70E+11,Block Group 1,G5030,S,1622848,7061,36.0831187,-86.9239021,0.065480076,0.000163092,134,Census Tract,47037018411,TN,47037018411,47037018411,7.2,17.24,6.6,10,86.2,1628,453600,1.86,17.08,32,103,9.28,58750,5406.37,1.7,69.95,32
374,47,37,18411,2,4.70E+11,Block Group 2,G5030,S,1754766,3870,36.1041496,-86.9252314,0.082309262,0.000175996,134,Census Tract,47037018411,TN,47037018411,47037018411,7.2,17.24,6.6,10,86.2,1628,453600,1.86,17.08,32,103,9.28,58750,5406.37,1.7,69.95,8
375,47,37,18412,1,4.70E+11,Block Group 1,G5030,S,919646,0,36.0916309,-86.9380109,0.063893656,9.20E-05,135,Census Tract,47037018412,TN,47037018412,47037018412,9.7,8.61,7.3,11.8,77,1913,339800,2.18,17.76,41,84,11.83,84259,4166.8,5.8,76.21,0
376,47,37,18412,2,4.70E+11,Block Group 2,G5030,S,922007,0,36.0791898,-86.9323475,0.043227675,9.23E-05,135,Census Tract,47037018412,TN,47037018412,47037018412,9.7,8.61,7.3,11.8,77,1913,339800,2.18,17.76,41,84,11.83,84259,4166.8,5.8,76.21,13
377,47,37,18412,3,4.70E+11,Block Group 3,G5030,S,1295517,0,36.0801157,-86.9438581,0.05307984,0.000129623,135,Census Tract,47037018412,TN,47037018412,47037018412,9.7,8.61,7.3,11.8,77,1913,339800,2.18,17.76,41,84,11.83,84259,4166.8,5.8,76.21,28
378,47,37,18500,1,4.70E+11,Block Group 1,G5030,S,2133247,0,36.1139236,-86.8514735,0.062924449,0.000213533,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,0
379,47,37,18500,2,4.70E+11,Block Group 2,G5030,S,1902598,0,36.104433,-86.8562759,0.064025527,0.000190423,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,0
380,47,37,18500,3,4.70E+11,Block Group 3,G5030,S,2490265,0,36.08537,-86.8581257,0.081166702,0.000249181,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,0
381,47,37,18500,4,4.70E+11,Block Group 4,G5030,S,1472256,0,36.0902438,-86.870788,0.053787413,0.000147326,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,0
382,47,37,18500,5,4.70E+11,Block Group 5,G5030,S,1468501,0,36.0980682,-86.8642914,0.056731116,0.000146964,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,0
383,47,37,18500,6,4.70E+11,Block Group 6,G5030,S,789636,0,36.0905265,-86.8811573,0.055020178,7.90E-05,136,Census Tract,47037018500,TN,47037018500,47037018500,2.2,1.11,2.9,3.7,79.7,3023,1634400,2.66,1.95,44,101,3.03,247391,4250.64,0.4,79.56,4
384,47,37,18601,1,4.70E+11,Block Group 1,G5030,S,5214918,0,36.0793157,-86.84626,0.105613465,0.000521775,137,Census Tract,47037018601,TN,47037018601,47037018601,3,1.8,3.4,5,79.2,0,1646700,2.72,4.99,47,103,3.6,250001,6734.05,4.4,65.25,2
385,47,37,18601,2,4.70E+11,Block Group 2,G5030,S,5560853,0,36.0582199,-86.8682757,0.138097464,0.000556241,137,Census Tract,47037018601,TN,47037018601,47037018601,3,1.8,3.4,5,79.2,0,1646700,2.72,4.99,47,103,3.6,250001,6734.05,4.4,65.25,0
386,47,37,18602,1,4.70E+11,Block Group 1,G5030,S,3844232,0,36.0831506,-86.8210291,0.093307098,0.00038465,138,Census Tract,47037018602,TN,47037018602,47037018602,4.3,2.68,4.2,6.6,78.5,0,1050800,2.71,5.98,48,101,4.97,248286,7631.14,7.9,85.39,2
387,47,37,18602,2,4.70E+11,Block Group 2,G5030,S,3045105,0,36.0653359,-86.8398786,0.090620393,0.000304622,138,Census Tract,47037018602,TN,47037018602,47037018602,4.3,2.68,4.2,6.6,78.5,0,1050800,2.71,5.98,48,101,4.97,248286,7631.14,7.9,85.39,0
388,47,37,18602,3,4.70E+11,Block Group 3,G5030,S,8047636,4486,36.0479834,-86.8348588,0.134255633,0.000805365,138,Census Tract,47037018602,TN,47037018602,47037018602,4.3,2.68,4.2,6.6,78.5,0,1050800,2.71,5.98,48,101,4.97,248286,7631.14,7.9,85.39,0
389,47,37,18602,4,4.70E+11,Block Group 4,G5030,S,2499251,0,36.0722582,-86.8173151,0.07092755,0.000250039,138,Census Tract,47037018602,TN,47037018602,47037018602,4.3,2.68,4.2,6.6,78.5,0,1050800,2.71,5.98,48,101,4.97,248286,7631.14,7.9,85.39,8
390,47,37,18700,1,4.70E+11,Block Group 1,G5030,S,3685718,0,36.0826468,-86.7838902,0.104017253,0.000368787,139,Census Tract,47037018700,TN,47037018700,47037018700,2,0.71,2.8,3.5,76.1,0,1027000,2.68,4.32,48,92,0.46,222240,5314.68,2.3,92.02,3
391,47,37,18700,2,4.70E+11,Block Group 2,G5030,S,9407854,302117,36.068447,-86.7931275,0.135041399,0.00097137,139,Census Tract,47037018700,TN,47037018700,47037018700,2,0.71,2.8,3.5,76.1,0,1027000,2.68,4.32,48,92,0.46,222240,5314.68,2.3,92.02,2
392,47,37,18700,3,4.70E+11,Block Group 3,G5030,S,6486943,0,36.0464169,-86.7960891,0.113306518,0.000648778,139,Census Tract,47037018700,TN,47037018700,47037018700,2,0.71,2.8,3.5,76.1,0,1027000,2.68,4.32,48,92,0.46,222240,5314.68,2.3,92.02,7
393,47,37,18801,1,4.70E+11,Block Group 1,G5030,S,1182940,0,36.0699626,-86.7528346,0.047789707,0.000118344,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,2
394,47,37,18801,2,4.70E+11,Block Group 2,G5030,S,667475,0,36.0622919,-86.7560616,0.038565609,6.68E-05,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,0
395,47,37,18801,3,4.70E+11,Block Group 3,G5030,S,1630034,0,36.0576311,-86.768046,0.052419697,0.000163048,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,0
396,47,37,18801,4,4.70E+11,Block Group 4,G5030,S,1481036,0,36.0727052,-86.7637365,0.051574587,0.000148172,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,5
397,47,37,18801,5,4.70E+11,Block Group 5,G5030,S,1920887,0,36.0590402,-86.7502901,0.076826649,0.000192144,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,6
398,47,37,18801,6,4.70E+11,Block Group 6,G5030,S,1580911,0,36.048588,-86.7516683,0.063309258,0.000158116,140,Census Tract,47037018801,TN,47037018801,47037018801,3.7,2.29,4.2,6,76.1,1744,552700,2.1,8.25,37,89,5.69,111491,6259.4,8.1,65.16,13
399,47,37,18803,1,4.70E+11,Block Group 1,G5030,S,1033766,0,36.037004,-86.7752884,0.041323898,0.000103378,141,Census Tract,47037018803,TN,47037018803,47037018803,4.9,5.45,5.3,7.7,74.7,1792,540700,1.93,12.76,38,69,5.39,102009,6168.15,6.2,81.14,6
400,47,37,18803,2,4.70E+11,Block Group 2,G5030,S,2482407,0,36.0445282,-86.7660838,0.086112716,0.000248267,141,Census Tract,47037018803,TN,47037018803,47037018803,4.9,5.45,5.3,7.7,74.7,1792,540700,1.93,12.76,38,69,5.39,102009,6168.15,6.2,81.14,12
401,47,37,18804,1,4.70E+11,Block Group 1,G5030,S,2612926,16671,36.0262264,-86.7544346,0.096328855,0.000262928,142,Census Tract,47037018804,TN,47037018804,47037018804,3.7,2.05,3.8,5.9,76.2,2397,617900,2.37,8.02,45,86,3.03,126380,3639.09,8.4,80.84,4
402,47,37,18804,2,4.70E+11,Block Group 2,G5030,S,939798,0,36.0358188,-86.7482286,0.039536359,9.40E-05,142,Census Tract,47037018804,TN,47037018804,47037018804,3.7,2.05,3.8,5.9,76.2,2397,617900,2.37,8.02,45,86,3.03,126380,3639.09,8.4,80.84,4
403,47,37,18804,3,4.70E+11,Block Group 3,G5030,S,1232238,0,36.0359911,-86.76065,0.050441277,0.000123224,142,Census Tract,47037018804,TN,47037018804,47037018804,3.7,2.05,3.8,5.9,76.2,2397,617900,2.37,8.02,45,86,3.03,126380,3639.09,8.4,80.84,2
404,47,37,18901,1,4.70E+11,Block Group 1,G5030,S,953427,0,36.0807579,-86.7344433,0.048035003,9.54E-05,143,Census Tract,47037018901,TN,47037018901,47037018901,15.2,13.34,10.3,18.2,77.6,988,405400,1.91,30.84,39,180,12.31,57143,6038.02,2.3,77.2,47
405,47,37,18901,2,4.70E+11,Block Group 2,G5030,S,2288502,0,36.0856873,-86.7444729,0.070521638,0.000228992,143,Census Tract,47037018901,TN,47037018901,47037018901,15.2,13.34,10.3,18.2,77.6,988,405400,1.91,30.84,39,180,12.31,57143,6038.02,2.3,77.2,22
406,47,37,18902,1,4.70E+11,Block Group 1,G5030,S,773831,0,36.0776132,-86.7526014,0.037581393,7.74E-05,144,Census Tract,47037018902,TN,47037018902,47037018902,6.1,10.75,6,9.3,80.6,1146,435600,1.65,15.71,39,106,6.3,65809,2123.3,5.6,86.5,0
407,47,37,18902,2,4.70E+11,Block Group 2,G5030,S,424654,0,36.076007,-86.739503,0.035120698,4.25E-05,144,Census Tract,47037018902,TN,47037018902,47037018902,6.1,10.75,6,9.3,80.6,1146,435600,1.65,15.71,39,106,6.3,65809,2123.3,5.6,86.5,4
408,47,37,18902,3,4.70E+11,Block Group 3,G5030,S,886531,0,36.0729724,-86.7373704,0.056504549,8.87E-05,144,Census Tract,47037018902,TN,47037018902,47037018902,6.1,10.75,6,9.3,80.6,1146,435600,1.65,15.71,39,106,6.3,65809,2123.3,5.6,86.5,20
409,47,37,18904,1,4.70E+11,Block Group 1,G5030,S,742986,0,36.066197,-86.7323203,0.03649062,7.43E-05,145,Census Tract,47037018904,TN,47037018904,47037018904,14,27.91,10.1,18.3,81.3,1307,376500,2.37,29.36,33,155,17.48,63155,1662.97,3.4,96.93,3
410,47,37,18904,2,4.70E+11,Block Group 2,G5030,S,786562,0,36.0708574,-86.7262271,0.041903702,7.87E-05,145,Census Tract,47037018904,TN,47037018904,47037018904,14,27.91,10.1,18.3,81.3,1307,376500,2.37,29.36,33,155,17.48,63155,1662.97,3.4,96.93,4
411,47,37,18904,3,4.70E+11,Block Group 3,G5030,S,1053243,0,36.0616902,-86.7231042,0.045523607,0.000105358,145,Census Tract,47037018904,TN,47037018904,47037018904,14,27.91,10.1,18.3,81.3,1307,376500,2.37,29.36,33,155,17.48,63155,1662.97,3.4,96.93,39
412,47,37,18905,1,4.70E+11,Block Group 1,G5030,S,456187,0,36.057825,-86.7307189,0.034612915,4.56E-05,146,Census Tract,47037018905,TN,47037018905,47037018905,17.6,28.35,11.3,20.8,75.6,1288,368300,2.17,29.31,29,65,23.02,56395,3397.88,6.9,95.48,6
413,47,37,18905,2,4.70E+11,Block Group 2,G5030,S,1006244,0,36.0600567,-86.7389888,0.050573877,0.000100655,146,Census Tract,47037018905,TN,47037018905,47037018905,17.6,28.35,11.3,20.8,75.6,1288,368300,2.17,29.31,29,65,23.02,56395,3397.88,6.9,95.48,2
414,47,37,19003,1,4.70E+11,Block Group 1,G5030,S,234302,0,36.0816237,-86.7048701,0.019703885,2.34E-05,147,Census Tract,47037019003,TN,47037019003,47037019003,36.4,25.1,19,37,80.6,1397,318300,2.51,39.95,27,122,21.57,42264,1106.64,5.7,86.35,33
415,47,37,19003,2,4.70E+11,Block Group 2,G5030,S,242829,0,36.0811215,-86.7103841,0.02500824,2.43E-05,147,Census Tract,47037019003,TN,47037019003,47037019003,36.4,25.1,19,37,80.6,1397,318300,2.51,39.95,27,122,21.57,42264,1106.64,5.7,86.35,17
416,47,37,19003,3,4.70E+11,Block Group 3,G5030,S,985348,0,36.073696,-86.7062407,0.043759573,9.86E-05,147,Census Tract,47037019003,TN,47037019003,47037019003,36.4,25.1,19,37,80.6,1397,318300,2.51,39.95,27,122,21.57,42264,1106.64,5.7,86.35,6
417,47,37,19003,4,4.70E+11,Block Group 4,G5030,S,422632,0,36.0797671,-86.7010491,0.04123444,4.23E-05,147,Census Tract,47037019003,TN,47037019003,47037019003,36.4,25.1,19,37,80.6,1397,318300,2.51,39.95,27,122,21.57,42264,1106.64,5.7,86.35,110
418,47,37,19004,1,4.70E+11,Block Group 1,G5030,S,867300,0,36.07534,-86.7156106,0.055423452,8.68E-05,148,Census Tract,47037019004,TN,47037019004,47037019004,32.1,28.48,16.7,33.1,77.4,1313,235400,3.03,27.33,25,137,26.36,45559,6419.14,3,90.79,17
419,47,37,19004,2,4.70E+11,Block Group 2,G5030,S,1352859,0,36.0645203,-86.7098563,0.053503425,0.000135334,148,Census Tract,47037019004,TN,47037019004,47037019004,32.1,28.48,16.7,33.1,77.4,1313,235400,3.03,27.33,25,137,26.36,45559,6419.14,3,90.79,15
420,47,37,19004,3,4.70E+11,Block Group 3,G5030,S,684474,0,36.0738295,-86.7204431,0.033694051,6.85E-05,148,Census Tract,47037019004,TN,47037019004,47037019004,32.1,28.48,16.7,33.1,77.4,1313,235400,3.03,27.33,25,137,26.36,45559,6419.14,3,90.79,14
421,47,37,19007,1,4.70E+11,Block Group 1,G5030,S,1607378,0,36.0880201,-86.7233711,0.066655479,0.000160843,149,Census Tract,47037019007,TN,47037019007,47037019007,16.9,34.38,11.6,22.5,76.8,1486,336300,2.81,39.95,37,129,5.95,65204,846.25,6.8,99.05,91
422,47,37,19008,1,4.70E+11,Block Group 1,G5030,S,453294,0,36.0904522,-86.7059858,0.034409559,4.54E-05,150,Census Tract,47037019008,TN,47037019008,47037019008,34.8,25.58,18.5,37,81.6,1228,264800,2.93,42.31,31,107,13.37,63413,4864.93,1.1,96.07,12
423,47,37,19008,2,4.70E+11,Block Group 2,G5030,S,399820,0,36.0840031,-86.7148616,0.030237661,4.00E-05,150,Census Tract,47037019008,TN,47037019008,47037019008,34.8,25.58,18.5,37,81.6,1228,264800,2.93,42.31,31,107,13.37,63413,4864.93,1.1,96.07,73
424,47,37,19008,3,4.70E+11,Block Group 3,G5030,S,327684,0,36.0858174,-86.7083693,0.031197889,3.28E-05,150,Census Tract,47037019008,TN,47037019008,47037019008,34.8,25.58,18.5,37,81.6,1228,264800,2.93,42.31,31,107,13.37,63413,4864.93,1.1,96.07,6
425,47,37,19008,4,4.70E+11,Block Group 4,G5030,S,973408,0,36.0929027,-86.713161,0.045934562,9.74E-05,150,Census Tract,47037019008,TN,47037019008,47037019008,34.8,25.58,18.5,37,81.6,1228,264800,2.93,42.31,31,107,13.37,63413,4864.93,1.1,96.07,31
426,47,37,19105,1,4.70E+11,Block Group 1,G5030,S,256374,0,36.0483733,-86.7226981,0.022495839,2.56E-05,151,Census Tract,47037019105,TN,47037019105,47037019105,26,13.23,14.3,27.4,85.5,1424,390400,2.77,26.29,27,72,30.03,65484,3315.46,0,88.66,4
427,47,37,19105,2,4.70E+11,Block Group 2,G5030,S,741975,0,36.053756,-86.7189929,0.038541172,7.42E-05,151,Census Tract,47037019105,TN,47037019105,47037019105,26,13.23,14.3,27.4,85.5,1424,390400,2.77,26.29,27,72,30.03,65484,3315.46,0,88.66,11
428,47,37,19105,3,4.70E+11,Block Group 3,G5030,S,257484,0,36.0471533,-86.7169514,0.021174969,2.58E-05,151,Census Tract,47037019105,TN,47037019105,47037019105,26,13.23,14.3,27.4,85.5,1424,390400,2.77,26.29,27,72,30.03,65484,3315.46,0,88.66,22
429,47,37,19105,4,4.70E+11,Block Group 4,G5030,S,532805,0,36.0510999,-86.7281056,0.02896274,5.33E-05,151,Census Tract,47037019105,TN,47037019105,47037019105,26,13.23,14.3,27.4,85.5,1424,390400,2.77,26.29,27,72,30.03,65484,3315.46,0,88.66,0
430,47,37,19105,5,4.70E+11,Block Group 5,G5030,S,387917,0,36.0517194,-86.7349378,0.027349592,3.88E-05,151,Census Tract,47037019105,TN,47037019105,47037019105,26,13.23,14.3,27.4,85.5,1424,390400,2.77,26.29,27,72,30.03,65484,3315.46,0,88.66,0
431,47,37,19106,1,4.70E+11,Block Group 1,G5030,S,795206,0,36.0418493,-86.7362232,0.044551491,7.95E-05,152,Census Tract,47037019106,TN,47037019106,47037019106,9.4,3.92,7.3,12,79.9,1587,368400,1.91,15.7,32,77,7.24,78532,5928.08,4.6,94.68,8
432,47,37,19106,2,4.70E+11,Block Group 2,G5030,S,437070,0,36.0455218,-86.7303987,0.027798843,4.37E-05,152,Census Tract,47037019106,TN,47037019106,47037019106,9.4,3.92,7.3,12,79.9,1587,368400,1.91,15.7,32,77,7.24,78532,5928.08,4.6,94.68,4
433,47,37,19106,3,4.70E+11,Block Group 3,G5030,S,620541,0,36.0485102,-86.7394857,0.037429029,6.21E-05,152,Census Tract,47037019106,TN,47037019106,47037019106,9.4,3.92,7.3,12,79.9,1587,368400,1.91,15.7,32,77,7.24,78532,5928.08,4.6,94.68,33
434,47,37,19108,1,4.70E+11,Block Group 1,G5030,S,1143235,0,36.0716296,-86.6967945,0.064425815,0.000114374,153,Census Tract,47037019108,TN,47037019108,47037019108,35.7,32.72,20.1,39.5,79.4,1383,291400,3.06,43.5,26,86,23.96,46087,3183.7,12.7,80.78,42
435,47,37,19108,2,4.70E+11,Block Group 2,G5030,S,450216,0,36.066558,-86.6910716,0.029092405,4.50E-05,153,Census Tract,47037019108,TN,47037019108,47037019108,35.7,32.72,20.1,39.5,79.4,1383,291400,3.06,43.5,26,86,23.96,46087,3183.7,12.7,80.78,75
436,47,37,19109,1,4.70E+11,Block Group 1,G5030,S,841256,0,36.0567326,-86.6832478,0.047641371,8.41E-05,154,Census Tract,47037019109,TN,47037019109,47037019109,19.9,29.26,12.6,25.4,77.6,1498,276900,3.12,29.75,34,96,14.78,74955,4553.95,2.7,87.12,13
437,47,37,19109,2,4.70E+11,Block Group 2,G5030,S,772378,0,36.0589398,-86.6980265,0.044102056,7.73E-05,154,Census Tract,47037019109,TN,47037019109,47037019109,19.9,29.26,12.6,25.4,77.6,1498,276900,3.12,29.75,34,96,14.78,74955,4553.95,2.7,87.12,16
438,47,37,19109,3,4.70E+11,Block Group 3,G5030,S,706717,0,36.0611028,-86.6896896,0.041246546,7.07E-05,154,Census Tract,47037019109,TN,47037019109,47037019109,19.9,29.26,12.6,25.4,77.6,1498,276900,3.12,29.75,34,96,14.78,74955,4553.95,2.7,87.12,4
439,47,37,19110,1,4.70E+11,Block Group 1,G5030,S,1118335,0,36.0548337,-86.7092308,0.044973916,0.00011186,155,Census Tract,47037019110,TN,47037019110,47037019110,24.9,28.42,13.8,27.5,69.7,1680,279400,2.96,33.06,32,105,9.66,75974,5808.73,1.8,98.43,0
440,47,37,19110,2,4.70E+11,Block Group 2,G5030,S,446732,0,36.0534638,-86.6990082,0.033143306,4.47E-05,155,Census Tract,47037019110,TN,47037019110,47037019110,24.9,28.42,13.8,27.5,69.7,1680,279400,2.96,33.06,32,105,9.66,75974,5808.73,1.8,98.43,0
441,47,37,19110,3,4.70E+11,Block Group 3,G5030,S,1041940,0,36.0478201,-86.7026817,0.052754437,0.00010421,155,Census Tract,47037019110,TN,47037019110,47037019110,24.9,28.42,13.8,27.5,69.7,1680,279400,2.96,33.06,32,105,9.66,75974,5808.73,1.8,98.43,17
442,47,37,19111,1,4.70E+11,Block Group 1,G5030,S,676428,0,36.0478297,-86.6682456,0.04016711,6.77E-05,156,Census Tract,47037019111,TN,47037019111,47037019111,25.6,15.71,15.7,29.2,66.3,1568,267000,2.41,28.13,30,87,8.92,69197,8637.01,0,100,43
443,47,37,19111,2,4.70E+11,Block Group 2,G5030,S,1111194,0,36.0492988,-86.6807247,0.056433667,0.000111138,156,Census Tract,47037019111,TN,47037019111,47037019111,25.6,15.71,15.7,29.2,66.3,1568,267000,2.41,28.13,30,87,8.92,69197,8637.01,0,100,34
444,47,37,19111,3,4.70E+11,Block Group 3,G5030,S,640218,0,36.0505982,-86.6903782,0.046648835,6.40E-05,156,Census Tract,47037019111,TN,47037019111,47037019111,25.6,15.71,15.7,29.2,66.3,1568,267000,2.41,28.13,30,87,8.92,69197,8637.01,0,100,2
445,47,37,19112,1,4.70E+11,Block Group 1,G5030,S,3070306,0,36.0382662,-86.6854127,0.089055522,0.00030704,157,Census Tract,47037019112,TN,47037019112,47037019112,15.5,14.16,10.3,19.1,68.7,1792,323500,2.63,22.08,35,85,4.59,90946,6597.56,6,100,45
446,47,37,19112,2,4.70E+11,Block Group 2,G5030,S,3503169,0,36.0341746,-86.6985801,0.096731418,0.000350309,157,Census Tract,47037019112,TN,47037019112,47037019112,15.5,14.16,10.3,19.1,68.7,1792,323500,2.63,22.08,35,85,4.59,90946,6597.56,6,100,25
447,47,37,19115,1,4.70E+11,Block Group 1,G5030,S,1741212,0,36.0150124,-86.7313121,0.065315671,0.000174076,158,Census Tract,47037019115,TN,47037019115,47037019115,4,3.58,4.4,6.5,99,0,497900,2.39,14.75,42,98,3.23,128438,4828.44,0,97.83,14
448,47,37,19115,2,4.70E+11,Block Group 2,G5030,S,3518301,0,36.0124742,-86.7108165,0.110199811,0.000351728,158,Census Tract,47037019115,TN,47037019115,47037019115,4,3.58,4.4,6.5,99,0,497900,2.39,14.75,42,98,3.23,128438,4828.44,0,97.83,2
449,47,37,19116,1,4.70E+11,Block Group 1,G5030,S,3849000,0,36.0298079,-86.7330664,0.090649908,0.000384871,159,Census Tract,47037019116,TN,47037019116,47037019116,9.9,14.22,7.6,12.8,75.6,1429,449000,2.45,17.36,36,98,12.34,98028,790.65,1.7,93.88,26
450,47,37,19116,2,4.70E+11,Block Group 2,G5030,S,638490,0,36.0425618,-86.720396,0.038977849,6.39E-05,159,Census Tract,47037019116,TN,47037019116,47037019116,9.9,14.22,7.6,12.8,75.6,1429,449000,2.45,17.36,36,98,12.34,98028,790.65,1.7,93.88,14
451,47,37,19116,3,4.70E+11,Block Group 3,G5030,S,1649276,0,36.0330932,-86.7180172,0.056435115,0.000164922,159,Census Tract,47037019116,TN,47037019116,47037019116,9.9,14.22,7.6,12.8,75.6,1429,449000,2.45,17.36,36,98,12.34,98028,790.65,1.7,93.88,20
452,47,37,19117,1,4.70E+11,Block Group 1,G5030,S,8508391,0,36.0229874,-86.6436478,0.158350279,0.000850702,160,Census Tract,47037019117,TN,47037019117,47037019117,13.6,17.41,9.7,17.6,99,2003,383500,2.9,31.82,35,99,5.7,122875,0,0,0,38
453,47,37,19117,2,4.70E+11,Block Group 2,G5030,S,4464501,0,36.0119891,-86.6517099,0.097046723,0.000446317,160,Census Tract,47037019117,TN,47037019117,47037019117,13.6,17.41,9.7,17.6,99,2003,383500,2.9,31.82,35,99,5.7,122875,0,0,0,15
454,47,37,19118,1,4.70E+11,Block Group 1,G5030,S,1153403,0,36.0365394,-86.6718009,0.06043135,0.000115342,161,Census Tract,47037019118,TN,47037019118,47037019118,18.4,10.83,12.2,22.7,99,1313,322300,2.04,14.44,28,106,17.78,58911,0,0,0,18
455,47,37,19118,2,4.70E+11,Block Group 2,G5030,S,311849,0,36.0405736,-86.6692941,0.023283607,3.12E-05,161,Census Tract,47037019118,TN,47037019118,47037019118,18.4,10.83,12.2,22.7,99,1313,322300,2.04,14.44,28,106,17.78,58911,0,0,0,23
456,47,37,19118,3,4.70E+11,Block Group 3,G5030,S,561017,0,36.0406187,-86.663936,0.033702047,5.61E-05,161,Census Tract,47037019118,TN,47037019118,47037019118,18.4,10.83,12.2,22.7,99,1313,322300,2.04,14.44,28,106,17.78,58911,0,0,0,18
457,47,37,19119,1,4.70E+11,Block Group 1,G5030,S,18488576,0,35.9902252,-86.6414341,0.235354734,0.001847807,162,Census Tract,47037019119,TN,47037019119,47037019119,6,11.01,5.6,8.6,99,2098,469300,2.25,22.24,37,95,4.68,116438,0,0,0,31
458,47,37,19119,2,4.70E+11,Block Group 2,G5030,S,2409113,0,36.020458,-86.6724028,0.061896884,0.000240865,162,Census Tract,47037019119,TN,47037019119,47037019119,6,11.01,5.6,8.6,99,2098,469300,2.25,22.24,37,95,4.68,116438,0,0,0,2
459,47,37,19119,3,4.70E+11,Block Group 3,G5030,S,4143678,0,36.0056411,-86.6826118,0.093013263,0.000414212,162,Census Tract,47037019119,TN,47037019119,47037019119,6,11.01,5.6,8.6,99,2098,469300,2.25,22.24,37,95,4.68,116438,0,0,0,26
460,47,37,19120,1,4.70E+11,Block Group 1,G5030,S,568126,0,36.020752,-86.7076439,0.037907181,5.68E-05,163,Census Tract,47037019120,TN,47037019120,47037019120,10.8,5.73,7.6,13.2,99,1828,399200,1.83,11.98,35,87,11.17,82672,0,0,0,0
461,47,37,19120,2,4.70E+11,Block Group 2,G5030,S,1467162,0,36.0150601,-86.6906718,0.077791355,0.000146678,163,Census Tract,47037019120,TN,47037019120,47037019120,10.8,5.73,7.6,13.2,99,1828,399200,1.83,11.98,35,87,11.17,82672,0,0,0,4
462,47,37,19121,1,4.70E+11,Block Group 1,G5030,S,1261704,0,36.0269856,-86.704646,0.056871837,0.000126157,164,Census Tract,47037019121,TN,47037019121,47037019121,9.9,12.41,7.2,12.5,99,2349,441000,2.41,29.15,36,83,3.15,120962,0,0,0,0
